Vachana,Vachanakaara,Pen_Name
"ಸುಟ್ಟ ಬೂದಿಯೊಳಗೊಂದು ಸುಡದ ಬೂದಿಯ ಕಂಡೆ,
ಆ ಸುಡದ ಬೂದಿಯ ಬೆಟ್ಟವ ಮಾಡಿದಾತನ
ಗುಟ್ಟನಾರು ಕಂಡುದಿಲ್ಲ.
ನಾನು ಆತನನರಿದು ಶರಣೆಂದು ಬದುಕಿದೆ.
ಆ ಬೆಟ್ಟದ ಮೇಲೆ ಅನೇಕ ವಸ್ತುಗಳ ಕಂಡು ಚರಿಸುತ್ತಿದ್ದೇನೆ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಸುಖದ ಸುಖಿಗಳ ಸಂಭಾಷಣೆಯಿಂದ
ದುಃಖಕ್ಕೆ ವಿಶ್ರಾಮವಾಯಿತ್ತು.
ಭಾವಕ್ಕೆ ತಾರ್ಕಣೆಯಾದಲ್ಲಿ,
ನೆನಹಕ್ಕೆ ವಿಶಾಮವಾಯಿತ್ತು.
ಬೆಚ್ಚು ಬೆರಸಲೊಡನೆ ಮಚ್ಚು ಒಳಕೊಂಡಿತ್ತಯ್ಯಾ,
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ ನಿಮ್ಮ ಶರಣರ ಸಂಗದಿಂದ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ನಾಣಮರೆಯ ನೂಲು ಸಡಿಲಲು
ನಾಚುವರು ನೋಡಾ ಗಂಡು ಹೆಣ್ಣೆಂಬ ಜಾತಿಗಳು.
ಪ್ರಾಣದೊಡೆಯ ಜಗದೊಳಗೆ ಮುಳುಗಲು ತೆರಹಿಲ್ಲದಿರಲು
ದೇವರ ಮುಂದೆ ನಾಚಲೆಡೆಯುಂಟೆ ?
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ ಜಗವೆಲ್ಲ ಕಣ್ಣಾಗಿ ನೋಡುತ್ತಿರಲು ಮುಚ್ಚಿ ಮರಸುವ
ಠಾವಾವುದು ಹೇಳಯ್ಯಾ ?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಭಾವ ಬೀಸರವಾಯಿತ್ತು, ಮನ ಮೃತ್ಯುವನಪ್ಪಿತ್ತು ;
ಆನೇವೆನಯ್ಯಾ ?
ಆಳಿತನದ ಮನ ತಲೆಕೆಳಗಾಯಿತ್ತು ;
ಆನೇವೆನಯ್ಯಾ ?
ಬಿಚ್ಚಿ ಬೇರಾಗದ ಭಾವವಾಗೆ,
ಬೆರೆದೊಪ್ಪಚ್ಚಿ ನಿನ್ನ ನಿತ್ಯಸುಖದೊಳಗೆಂದಿಪ್ಪೆನಯ್ಯಾ, ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ ?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಪೃಧ್ವಿಯಗೆಲಿದ ಏಲೇಶ್ವರನ ಕಂಡೆ.
ಭಾವಭ್ರಮೆಯ ಗೆಲಿದ ಬ್ರಹ್ಮೇಶ್ವರನ ಕಂಡೆ.
ಸತ್ವ ರಜ ತಮ ತ್ರಿವಿಧವ ಗೆಲಿದ ತ್ರಿಪುರಾಂತಕನ ಕಂಡೆ.
ಅಂತರಂಗದ ಆತ್ಮಜ್ಞಾನದಿಂದ ಜ್ಯೋತಿಸಿದ್ಧಯ್ಯನ ಕಂಡೆ.
ಇವರೆಲ್ಲರ ಮಧ್ಯಮಸ್ಥಾನ ಪ್ರಾಣಲಿಂಗ ಜಂಗಮವೆಂದು
ಸುಜ್ಞಾನದಲ್ಲಿ ತೋರಿದ ಬಸವಣ್ಣ ; ಆ ಬಸವಣ್ಣನ ಪ್ರಸಾದದಿಂದ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನ ಕಂಡೆನಯ್ಯಾ
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅಯ್ಯಾ, ಸರ್ವಮೂಲಹಂಕಾರವಿಡಿದು
ಕುಲಭ್ರಮೆ ಛಲಭ್ರಮೆ ಜಾತಿಭ್ರಮೆ,
ನಾಮ ವರ್ಣ ಆಶ್ರಮ ಮತ ಶಾಸ್ತ್ರಭ್ರಮೆ,
ತರ್ಕಭ್ರಮೆ ರಾಜ್ಯಭ್ರಮೆ, ಧನ ಧಾನ್ಯ ಪುತ್ರ ಮಿತ್ರಭ್ರಮೆ,
ಐಶ್ವರ್ಯ ತ್ಯಾಗ ಭೋಗ ಯೋಗಭ್ರಮೆ,
ಕಾಯ ಕರಣ ವಿಷಯಭ್ರಮೆ,
ವಾಯು ಮನ ಭಾವ ಜೀವ ಮೋಹಭ್ರಮೆ,
ನಾಹಂ ಕೋಹಂ ಸೋಹಂ ಮಾಯಾಭ್ರಮೆ ಮೊದಲಾದ
ಬತ್ತೀಸ ಪಾಶಭ್ರಮಿತರಾಗಿ ತೊಳಲುವ ವೇಷಧಾರಿಗಳ ಕಂಡು
ಶಿವಶಕ್ತಿ ಶಿವಭಕ್ತ ಶಿವಪ್ರಸಾದಿ ಶಿವಶರಣ ಶಿವೈಕ್ಯ
ಶಿವಜಂಗಮವೆಂದು ನುಡಿಯಲಾರದೆ ಎನ್ನ ಮನ ನಾಚಿ
ನಿಮ್ಮಡಿಗಬ್ಥಿಮುಖವಾಯಿತ್ತಯ್ಯಾ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅಮೇಧ್ಯದ ಮಡಿಕೆ, ಮೂತ್ರದ ಕುಡಿಕೆ,
ಎಲುವಿನ ತಡಿಕೆ, ಕೀವಿನ ಹಡಿಕೆ
ಸುಡಲೀ ದೇಹವ ; ಒಡಲುವಿಡಿದು ಕೆಡದಿರು,
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನನರಿಯದ ಮರುಳೆ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಪಂಚೇಂದ್ರಿಯಂಗಳೊಳಗೆ
ಒಂದಕ್ಕೆ ಪ್ರಿಯನಾದಡೆ ಸಾಲದೆ ?
ಸಪ್ತವ್ಯಸನಂಗಳೊಳಗೆ
ಒಂದಕ್ಕೆ ಪ್ರಿಯನಾದಡೆ ಸಾಲದೆ ?
ರತ್ನದ ಸಂಕಲೆಯಾದಡೇನು ಬಂಧನ ಬಿಡುವುದೆ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ ?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಕಾಣುತ್ತ ಕಾಣುತ್ತ ಕಂಗಳ ಮುಚ್ಚಿದೆ ನೋಡವ್ವಾ.
ಕೇಳುತ್ತ ಕೇಳುತ್ತ ಮೈಮರೆದೊರಗಿದೆ ನೋಡವ್ವಾ.
ಹಾಸಿದ ಹಾಸಿಗೆಯ ಹಂಗಿಲ್ಲದೆ ಹೋಯಿತ್ತು ಕೇಳವ್ವಾ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನದೇವರದೇವನ ಕೂಡುವ ಕೂಟವ ನಾನೇನೆಂದರಿಯದೆ
ಮರೆದೆ ಕಾಣವ್ವಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಹಾಲಹಿಡಿದು ಬೆಣ್ಣೆಯನರಸಲುಂಟೆ ?
ಲಿಂಗವಹಿಡಿದು ಪುಣ್ಯತೀರ್ಥಕ್ಕೆ ಹೋಗಲುಂಟೆ ?
ಲಿಂಗದ ಪಾದತೀರ್ಥ ಪ್ರಸಾದವ ಕೊಂಡು
ಅನ್ಯಬೋಧೆ ಅನ್ಯಶಾಸ್ತ್ರಕ್ಕೆ ಹಾರೈಸಲೇತಕ್ಕೆ ?
ಇಷ್ಟಲಿಂಗವಿದ್ದಂತೆ ಸ್ಥಾವರಲಿಂಗಕ್ಕೆ ಶರಣೆಂದೆನಾದಡೆ
ತಡೆಯದೆ ಹುಟ್ಟಿಸುವನು ಶ್ವಾನನ ಗರ್ಭದಲ್ಲಿ.
ಅದೆಂತೆಂದಡೆ ಶಿವಧರ್ಮಪುರಾಣದಲ್ಲಿ
'ಇಷ್ಟಲಿಂಗಮವಿಶ್ವಸ್ಯ ತೀರ್ಥಲಿಂಗಸ್ಯ ಪೂಜಕಃ ೀ
ಶ್ವಾನಯೋನಿಶತಂ ಗತ್ವಾ ಚಾಂಡಾಲಗೃಹಮಾಚರೇತ್' ||ú
ಎಂದುದಾಗಿ,
ಇದನರಿದು ಗುರು ಕೊಟ್ಟ ಲಿಂಗದಲ್ಲಿಯೆ ಎಲ್ಲಾ ತೀರ್ಥಂಗಳೂ
ಎಲ್ಲಾ ಕ್ಷೇತ್ರಂಗಳೂ ಇದ್ದಾವೆಂದು ಭಾವಿಸಿ ಮುಕ್ತರಪ್ಪುದಯ್ಯಾ.
ಇಂತಲ್ಲದೆ ಗುರು ಕೊಟ್ಟ ಲಿಂಗವ ಕಿರಿದುಮಾಡಿ,
ತೀರ್ಥಲಿಂಗವ ಹಿರಿದುಮಾಡಿ ಹೋದಾತಂಗೆ ಅಘೋರ ನರಕ ತಪ್ಪದು ಕಾಣಾ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಮೊಲೆಮುಡಿಯಿದ್ದಡೇನು ಮೂಗಿಲ್ಲದವಳಿಂಗೆ ?
ತಲೆಯ ಮೇಲೆ ಸೆರಗೇತಕ್ಕೆ ಸಹಜಸಂಕಲ್ಪವಿಲ್ಲದವಳಿಂಗೆ ?
ಜಲದೊಳಗೆ ಹುಟ್ಟಿ ಗುಳ್ಳೆ ಜಾತಿಸ್ಮರತ್ವವರಿದಿತ್ತು.
ಹಲವರ ಹಾದಿಯೊಳು ಹರಿಸುರರ್ಗೆ ನಿಮ್ಮ ನೆಲೆಯ ತೋರಿದೆ ಶ್ರೀಗಿರಿ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅಯ್ಯಾ, ನೀನು ಕೇಳಿದಡೆ ಕೇಳು, ಕೇಳದಡೆ ಮಾಣು
ಆನು ನಿನ್ನ ಹಾಡಿದಲ್ಲದೆ ಸೈರಿಸಲಾರೆನಯ್ಯಾ.
ಅಯ್ಯಾ, ನೀನು ನೋಡಿದಡೆ ನೋಡು, ನೋಡದಡೆ ಮಾಣು
ಆನು ನಿನ್ನ ನೋಡಿ ಹಿಗ್ಗಿ ಹಾರೈಸಿದಲ್ಲದೆ ಸೈರಿಸಲಾರೆನಯ್ಯಾ.
ಅಯ್ಯಾ, ನೀನು ಮಚ್ಚಿದೆಡೆ ಮಚ್ಚು, ಮಚ್ಚದಡೆ ಮಾಣು
ಆನು ನಿನ್ನನಪ್ಪಿದಲ್ಲದೆ ಸೈರಿಸಲಾರೆನಯ್ಯಾ.
ಅಯ್ಯಾ, ನೀನು ಒಲಿದಡೆ ಒಲಿ, ಒಲಿಯದಡೆ ಮಾಣು
ಆನು ನಿನ್ನ ಪೂಜಿಸಿದಲ್ಲದೆ ಸೈರಿಸಲಾರೆನಯ್ಯಾ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ, ಆನು ನಿಮ್ಮನರ್ಚಿಸಿ ಪೂಜಿಸಿ
ಹರುಷದೊಳೋಲಾಡುವೆನಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅನಿಮಿಷನಲ್ಲಮಯ್ಯ, ಮರುಳಶಂಕರಯ್ಯ,
ಕೋಲಶಾಂತಯ್ಯ, ಮಾದಾರ ಧೂಳಯ್ಯ,
ಮಿಂಡಮಲ್ಲಿನಾಥ, ಚೆನ್ನಬಸವಣ್ಣ,
ಚೇರಮರಾಯ, ತೆಲುಗ ಜೊಮ್ಮಣ್ಣ, ಕಿನ್ನರಯ್ಯ,
ಹಲಾಯುಧ, ದಾಸಿಮಯ್ಯ, ಭಂಡಾರಿ, ಬಸವರಾಜ ಮುಖ್ಯವಾದ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನ ಶರಣರಿಗೆ ನಮೋ ನಮೋ ಎಂಬೆನು.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಗಂಡ ಮನೆಗೆ ಒಡೆಯನಲ್ಲ ;
ಹೆಂಡತಿ ಮನೆಗೆ ಒಡತಿಯೇ ? ಒಡತಿಯಲ್ಲ.
ಗಂಡಹೆಂಡಿರ ಸಂಬಂಧವಿಲ್ಲಯ್ಯಾ.
ಗಂಡುಗಲಿಯೇ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ ನೀ ಮನೆಯೊಡೆಯನೆಂದು ನಾ ದುಡಿವೆ
ತೊತ್ತುಗೆಲಸವನು.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಕಳನೇರಿ ಇಳಿವುದು ವೀರಂಗೆ ಮತವಲ್ಲ.
ಶಿವಶರಣಂಗೆ ಹಿಮ್ಮೆಟ್ಟುವುದು ಪ  ಥವಲ್ಲ.
ಮನದೊಡೆಯ ಮನವನಿಂಬುಗೊಂಬನಯ್ಯಾ.
ಇರಲಾಗದು ಶ್ರೀಪರ್ವತವ  ಇಳಿದಡೆ ವ್ರತಕ್ಕೆ ಭಂಗ.
ಕಳನೇರಿ ಕೈದು ಮರೆದಡೆ ಮಾರಂಕ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನಿಮ್ಮೈಗಾಣಲಿರಿವನು.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಸತಿ ಎಂಬುದು ಮಾಟ, ಪತಿಯೆಂಬುದು ಮಾಟ,
ತನುವೆಂಬುದು ಮಾಯೆ, ಮನವೆಂಬುದು ಮಾಯೆ,
ಸುಖವೆಂಬುದು ಮಾಯೆ,
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನೆನಗೆ ಕೈಹಿಡಿದ ಗಂಡನಲ್ಲದೆ ಮಿಕ್ಕಿನವರೆಲ್ಲರೂ ಮೂಗಿಲ್ಲದ
ಬಣ್ಣದ ಬೊಂಬೆಗಳು ಕಾಣಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಭಕ್ತನೆ ಕುಲಜನೆಂದ ಮಾತಿನಂತೆ ಹೋಗದು.
ಭಕ್ತನೆ ಕುಲಜನೆಂಬ ನುಡಿಯೆಲ್ಲಿಯು ಸಲ್ಲದು.
ಭಕ್ತನೆ ಕುಲಜನೆಂಬುದು ಪಾತಕವಯ್ಯ.
ಅವಯವವೆ ಮೂರ್ತಿಯಾಗಿ
ಸರ್ವಾಂಗಲಿಂಗಕ್ಕೆ ಅನುಭಾವವಿಲ್ಲಾಗಿ
ಎನ್ನ ದೇವ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನಲಿ ಯಥಾ ತಥಾ ಎಂಬಚನವನರಿಯಿರೆ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ತುಂಬಿದುದು ತುಳುಕದು ನೋಡಾ.
ನಂಬಿದುದು ಸಂದೇಹಿಸದು ನೋಡಾ.
ಒಲಿದುದು ಓಸರಿಸದು ನೋಡಾ.
ನೆರೆಯರಿದುದು ಮರೆಯದು ನೋಡಾ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ, ನೀನೊಲಿದ ಶರಣಂಗೆ ನಿಸ್ಸೀಮಸುಖವಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಗಂಡ ನೀನು ಹೆಂಡತಿಯಾನು ಮತ್ತೊಬ್ಬರಿಲ್ಲಯ್ಯಾ.
ನಿನ್ನ ಬೆಂಬಳಿಯಲಾನು ಮೆಚ್ಚಿಬಂದೆ.
ಕಂಡಕಂಡವರೆಲ್ಲ ಬಲುಹಿಂದ ಕೈಹಿಡಿದರೆ,
ಗಂಡಾ, ನಿನಗೆ ಸೈರಣೆಯೆಂತಾಯಿತ್ತು ಹೇಳಾ ?
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ,
ನಿನ್ನ ತೋಳ ಮೇಲಣವಳನನ್ಯರೆಳದೊಯ್ಯುವರೆ ನೋಡುತಿಹುದುಚಿತವೆ
ಕರುಣಿಗಳರಸಾ ?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಬಸವಣ್ಣಾ, ನಿಮ್ಮಂಗದಾಚಾರವ ಕಂಡು
ಎನಗೆ ಲಿಂಗಸಂಗವಾಯಿತ್ತಯ್ಯಾ.
ಬಸವಣ್ಣಾ, ನಿಮ್ಮ ಮನದ ಸುಜ್ಞಾನವ ಕಂಡು
ಎನಗೆ ಜಂಗಮಸಂಬಂಧವಾಯಿತ್ತಯ್ಯಾ.
ಬಸವಣ್ಣಾ, ನಿಮ್ಮ ಸದ್ಭಕ್ತಿಯ ತಿಳಿದು
ಎನಗೆ ನಿಜವು ಸಾಧ್ಯವಾಯಿತ್ತಯ್ಯಾ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯನ ಹೆಸರಿಟ್ಟ ಗುರು
ನೀವಾದ ಕಾರಣ ನಿಮ್ಮ ಶ್ರೀಪಾದಕ್ಕೆ
ನಮೋ ನಮೋ ಎನುತಿರ್ದೆನು ಕಾಣಾ ಸಂಗನಬಸವಣ್ಣಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಲಿಂಗಪೂಜಕಂಗೆ ಫಲಪದಂಗಳಲ್ಲದೆ ಲಿಂಗವಿಲ್ಲ ?
ಧರ್ಮತ್ಯಾಗಿಗೆ ನರಕವಲ್ಲದೆ ಲಿಂಗವಿಲ್ಲ
ವೈರಾಗ್ಯಸಂಪನ್ನಂಗೆ ಮುಕ್ತಿಯಲ್ಲದೆ ಲಿಂಗವಿಲ್ಲ ?
ಜ್ಞಾನಿಗೆ ಪರಿಭ್ರಮಣವಲ್ಲದೆ ಲಿಂಗವಿಲ್ಲ ?
ಇಂತಪ್ಪ ಭ್ರಾಂತನತಿಗಳದು ತನು ತಾನಾದ ಇರವೆಂತೆಂದಡೆ
ದ್ವೈತವಳಿದು ಅದ್ವೈತದಿಂದ ತನ್ನ ತಾನರಿದಡೆ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಲಿಂಗವು
ತಾನೆ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅಳಿಸಂಕುಲವೆ, ಮಾಮರವೆ, ಬೆಳುದಿಂಗಳೆ, ಕೋಗಿಲೆಯೆ
ನಿಮ್ಮನೆಲ್ಲರನೂ ಒಂದ ಬೇಡುವೆನು.
ಎನ್ನೊಡೆಯ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನದೇವ ಕಂಡಡೆ ಕರೆದು ತೋರಿರೆ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಆಳುತನದ ಮಾತನಾಡದಿರೆಲವೊ
ಮೇಲೆ ಕಾರ್ಯದಿಮ್ಮಿತ್ತಣ್ಣಾ.
ಅಲಗಿನ ಮೊನೆಯ ಧಾರೆ ಮಿಂಚುವಾಗ
ಕೋಡದೆ ಕೊಂಕದೆ ನಿಲಬೇಕಯ್ಯ.
ಬಂಟ ಬೆಟ್ಟ ಭಕ್ತಿಯೊಂದೆ ಕಂಡಯ್ಯ. ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನಂತಲ್ಲದೊಲ್ಲ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಸಂಸಾರಸಂಗದಲ್ಲಿರ್ದೆ ನೋಡಾ ನಾನು.
ಸಂಸಾರ ನಿಸ್ಸಾರವೆಂದು ತೋರಿದನೆನಗೆ ಶ್ರೀಗುರು.
ಅಂಗವಿಕಾರದ ಸಂಗವ ನಿಲಿಸಿ,
ಲಿಂಗವನಂಗದ ಮೇಲೆ ಸ್ಥಾಪ್ಯವ ಮಾಡಿದನೆನ್ನ ಗುರು,
ಹಿಂದಣ ಜನ್ಮವ ತೊಡೆದು, ಮುಂದಣ ಪ  ಥವ ತೋರಿದನೆನ್ನ ತಂದೆ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನ ನಿಜವ ತೋರಿದನೆನ್ನ ಗುರು.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಮಾಟಕೂಟ ಬಸವಣ್ಣಂಗಾಯಿತ್ತು.
ನೋಟಕೂಟ ಪ್ರಭುದೇವರಿಗಾಯಿತ್ತು.
ಭಾವಕೂಟ ಅಜಗಣ್ಣಂಗಾಯಿತ್ತು.
ಸ್ನೇಹಕೂಟ ಬಾಚಿರಾಜಂಗಾಯಿತ್ತು.
ಇವರೆಲ್ಲರ ಕೂಟ ಚೆನ್ನಬಸವಣ್ಣಂಗಾಯಿತ್ತು. ಎನಗಿನ್ನಾವ ಕೂಟವಿಲ್ಲವಯ್ಯಾ,
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಹೂವು ಕಂದಿದಲ್ಲಿ ಪರಿಮಳವನರಸುವರೆ ?
ಕಂದನಲ್ಲಿ ಕುಂದನರಸುವರೆ ?
ಎಲೆ ದೇವ, ಸ್ನೇಹವಿದ್ದ ಠಾವಿನೊಳು ದ್ರೋಹವಾದ ಬಳಿಕ
ಮರಳಿ ಸದ್ಗುಣವನರಸುವರೆ ?
ಎಲೆ ದೇವ, ಬೆಂದ ಹುಣ್ಣಿಗೆ ಬೇಗೆಯನಿಕ್ಕುವರೆ ?
ಕೇಳಯ್ಯಾ, ಶ್ರೀಶೈಲ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ ಹೊಳೆಯಿಳಿದ ಬಳಿಕ ಅಂಬಿಗಂಗೇನುಂಟು
?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಕಿಚ್ಚಿಲ್ಲದ ಬೇಗೆಯಲ್ಲಿ ಬೆಂದೆನವ್ವಾ.
ಏರಿಲ್ಲದ ಗಾಯದಲ್ಲಿ ನೊಂದೆನವ್ವಾ.
ಸುಖವಿಲ್ಲದೆ ಧಾವತಿಗೊಂಡೆನವ್ವಾ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನದೇವಂಗೊಲಿದು ಬಾರದ ಭವಂಗಳಲ್ಲಿ ಬಂದೆನವ್ವಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಕುಲಮದವೆಂಬುದಿಲ್ಲ ಅಯೋನಿಸಂಭವನಾಗಿ,
ಛಲಮದವೆಂಬುದಿಲ್ಲ ಪ್ರತಿದೋರನಾಗಿ,
ಧನಮದವೆಂಬುದಿಲ್ಲ ತ್ರಿಕರಣ ಶುದ್ಭನಾಗಿ,
ವಿದ್ಯಾಮದವೆಂಬುದಿಲ್ಲ ಅಸಾಧ್ಯವ ಸಾಧಿಸಿದನಾಗಿ.
ಮತ್ತಾವ ಮದವೆಂಬುದಿಲ್ಲ ನೀನವಗ್ರಹಿಸಿದ ಕಾರಣ,
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ, ನಿಮ್ಮ ಶರಣನು ಅಕಾಯ ಚರಿತ್ರನಾಗಿ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಒಂದಲ್ಲ ಎರಡಲ್ಲ ಮೂರಲ್ಲ ನಾಲ್ಕಲ್ಲ
ಎಂಬತ್ತುನಾಲ್ಕುಲಕ್ಷಯೋನಿಯೊಳಗೆ ಬಾರದ ಭವಂಗಳಲ್ಲಿ ಬಂದೆ ಬಂದೆ.
ಉಂಡೆ ಉಂಡೆ ಸುಖಾಸುಖಂಗಳ.
ಹಿಂದಣ ಜನ್ಮ ತಾನೇನಾದಡೆಯೂ ಆಗಲಿ ಮುಂದೆ ನೀ ಕರುಣಿಸಾ,
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಕಾಯದ ಕಳವಳವ ಕೆಡಿಸಿ, ಮನದ ಮಾಯೆಯ ಮಾಣಿಸಿ,
ಎನ್ನ ಹರಣವ ಮೇಲೆತ್ತಿ ಸಲಹಿದೆಯಯ್ಯಾ.
ಶಿವಶಿವಾ, ಎನ್ನ ಭವಬಂಧನವ ಬಿಡಿಸಿ,
ನಿಮ್ಮತ್ತ ತೋರಿದ ಘನವನುಪಮಿಸಬಾರದಯ್ಯಾ.
ಇರುಳೋಸರಿಸಿದ ಜಕ್ಕವಕ್ಕಿಯಂತೆ
ನಾನಿಂದು ನಿಮ್ಮ ಶ್ರೀಪಾದವನಿಂಬುಗೊಂಡು ಸುಖದೊಳೋಲಾಡುವೆನಯ್ಯಾ,
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಸಜ್ಜನೆಯಾಗಿ ಮಜ್ಜನಕ್ಕೆರೆವೆ,
ಶಾಂತಳಾಗಿ ಪೂಜೆಮಾಡುವೆ,
ಸಮರತಿಯಿಂದ ನಿಮ್ಮ ಹಾಡುವೆ,
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ, ನಿಮ್ಮನಗಲದ ಪೂಜೆ ಅನುವಾಯಿತ್ತೆನಗೆ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
